date,keyword,count,day_growth_pct,week_growth_pct,status
2026-08-16 00:00:00,襯衫,2328,nan,nan,ok
2026-08-16 00:00:00,洋裝,2028,nan,nan,ok
2026-08-16 00:00:00,風衣,1378,nan,nan,ok
2026-08-16 00:00:00,牛仔褲,1108,nan,nan,ok
2026-08-16 00:00:00,高腰褲,1049,nan,nan,ok
2026-08-16 00:00:00,連身裙,826,nan,nan,ok
2026-08-16 00:00:00,雪紡,696,nan,nan,ok
2026-08-16 00:00:00,針織衫,502,nan,nan,ok
2026-08-16 00:00:00,短裙,405,nan,nan,ok
2026-08-16 00:00:00,西裝外套,178,nan,nan,ok
