date,keyword,count,status
2026-08-06,洋裝,2036,ok
2026-08-06,連身裙,825,ok
2026-08-06,牛仔褲,1109,ok
2026-08-06,短裙,406,ok
2026-08-06,雪紡,704,ok
2026-08-06,針織衫,505,ok
2026-08-06,襯衫,2310,ok
2026-08-06,西裝外套,179,ok
2026-08-06,風衣,1398,ok
2026-08-06,高腰褲,1048,ok
