date,keyword,count,status
2026-05-24,洋裝,2551,ok
2026-05-24,連身裙,859,ok
2026-05-24,牛仔褲,1041,ok
2026-05-24,短裙,421,ok
2026-05-24,雪紡,823,ok
2026-05-24,針織衫,541,ok
2026-05-24,襯衫,2831,ok
2026-05-24,西裝外套,200,ok
2026-05-24,風衣,1483,ok
2026-05-24,高腰褲,1004,ok
