date,keyword,count,day_growth_pct,week_growth_pct,status
2026-04-24 00:00:00,襯衫,2838,nan,nan,ok
2026-04-24 00:00:00,洋裝,2315,nan,nan,ok
2026-04-24 00:00:00,風衣,1505,nan,nan,ok
2026-04-24 00:00:00,連身裙,1362,nan,nan,ok
2026-04-24 00:00:00,高腰褲,1016,nan,nan,ok
2026-04-24 00:00:00,牛仔褲,980,nan,nan,ok
2026-04-24 00:00:00,雪紡,667,nan,nan,ok
2026-04-24 00:00:00,針織衫,515,nan,nan,ok
2026-04-24 00:00:00,短裙,432,nan,nan,ok
2026-04-24 00:00:00,西裝外套,195,nan,nan,ok
