date,keyword,count,status
2026-08-13,洋裝,2028,ok
2026-08-13,連身裙,827,ok
2026-08-13,牛仔褲,1102,ok
2026-08-13,短裙,402,ok
2026-08-13,雪紡,691,ok
2026-08-13,針織衫,502,ok
2026-08-13,襯衫,2323,ok
2026-08-13,西裝外套,178,ok
2026-08-13,風衣,1389,ok
2026-08-13,高腰褲,1051,ok
