date,keyword,count,day_growth_pct,week_growth_pct,status
2026-03-31 00:00:00,襯衫,2777,nan,nan,ok
2026-03-31 00:00:00,洋裝,2395,nan,nan,ok
2026-03-31 00:00:00,風衣,1498,nan,nan,ok
2026-03-31 00:00:00,連身裙,1347,nan,nan,ok
2026-03-31 00:00:00,高腰褲,1019,nan,nan,ok
2026-03-31 00:00:00,牛仔褲,1008,nan,nan,ok
2026-03-31 00:00:00,雪紡,631,nan,nan,ok
2026-03-31 00:00:00,針織衫,523,nan,nan,ok
2026-03-31 00:00:00,短裙,417,nan,nan,ok
2026-03-31 00:00:00,西裝外套,197,nan,nan,ok
