date,keyword,count,status
2026-09-02,洋裝,2043,ok
2026-09-02,連身裙,829,ok
2026-09-02,牛仔褲,1126,ok
2026-09-02,短裙,408,ok
2026-09-02,雪紡,693,ok
2026-09-02,針織衫,523,ok
2026-09-02,襯衫,2378,ok
2026-09-02,西裝外套,178,ok
2026-09-02,風衣,1388,ok
2026-09-02,高腰褲,1057,ok
