date,keyword,count,status
2026-05-19,洋裝,2556,ok
2026-05-19,連身裙,860,ok
2026-05-19,牛仔褲,1028,ok
2026-05-19,短裙,424,ok
2026-05-19,雪紡,830,ok
2026-05-19,針織衫,537,ok
2026-05-19,襯衫,2804,ok
2026-05-19,西裝外套,198,ok
2026-05-19,風衣,1488,ok
2026-05-19,高腰褲,995,ok
