date,keyword,count,status
2025-12-01,洋裝,2804,ok
2025-12-01,連身裙,1442,ok
2025-12-01,牛仔褲,962,ok
2025-12-01,短裙,540,ok
2025-12-01,雪紡,810,ok
2025-12-01,針織衫,441,ok
2025-12-01,襯衫,2998,ok
2025-12-01,西裝外套,200,ok
2025-12-01,風衣,1590,ok
2025-12-01,高腰褲,1059,ok
