date,keyword,count,status
2025-11-25,洋裝,2803,ok
2025-11-25,連身裙,1442,ok
2025-11-25,牛仔褲,967,ok
2025-11-25,短裙,532,ok
2025-11-25,雪紡,817,ok
2025-11-25,針織衫,428,ok
2025-11-25,襯衫,3005,ok
2025-11-25,西裝外套,200,ok
2025-11-25,風衣,1591,ok
2025-11-25,高腰褲,1061,ok
