date,keyword,count,status
2026-06-30,洋裝,1926,ok
2026-06-30,連身裙,856,ok
2026-06-30,牛仔褲,1079,ok
2026-06-30,短裙,400,ok
2026-06-30,雪紡,714,ok
2026-06-30,針織衫,485,ok
2026-06-30,襯衫,2708,ok
2026-06-30,西裝外套,181,ok
2026-06-30,風衣,1396,ok
2026-06-30,高腰褲,1009,ok
