date,keyword,count,day_growth_pct,week_growth_pct,status
2025-12-16 00:00:00,襯衫,2873,nan,nan,ok
2025-12-16 00:00:00,洋裝,2579,nan,nan,ok
2025-12-16 00:00:00,風衣,1583,nan,nan,ok
2025-12-16 00:00:00,連身裙,1409,nan,nan,ok
2025-12-16 00:00:00,高腰褲,1047,nan,nan,ok
2025-12-16 00:00:00,牛仔褲,988,nan,nan,ok
2025-12-16 00:00:00,雪紡,773,nan,nan,ok
2025-12-16 00:00:00,短裙,537,nan,nan,ok
2025-12-16 00:00:00,針織衫,468,nan,nan,ok
2025-12-16 00:00:00,西裝外套,194,nan,nan,ok
