date,keyword,count,day_growth_pct,week_growth_pct,status
2025-11-03 00:00:00,襯衫,2945,nan,nan,ok
2025-11-03 00:00:00,洋裝,2686,nan,nan,ok
2025-11-03 00:00:00,風衣,1587,nan,nan,ok
2025-11-03 00:00:00,連身裙,1429,nan,nan,ok
2025-11-03 00:00:00,高腰褲,1105,nan,nan,ok
2025-11-03 00:00:00,牛仔褲,1055,nan,nan,ok
2025-11-03 00:00:00,雪紡,801,nan,nan,ok
2025-11-03 00:00:00,短裙,525,nan,nan,ok
2025-11-03 00:00:00,針織衫,365,nan,nan,ok
2025-11-03 00:00:00,西裝外套,190,nan,nan,ok
