date,keyword,count,status
2026-01-21,洋裝,2419,ok
2026-01-21,連身裙,1371,ok
2026-01-21,牛仔褲,978,ok
2026-01-21,短裙,419,ok
2026-01-21,雪紡,637,ok
2026-01-21,針織衫,489,ok
2026-01-21,襯衫,2836,ok
2026-01-21,西裝外套,196,ok
2026-01-21,風衣,1526,ok
2026-01-21,高腰褲,1017,ok
