date,keyword,count,status
2026-06-18,洋裝,1906,ok
2026-06-18,連身裙,850,ok
2026-06-18,牛仔褲,1062,ok
2026-06-18,短裙,395,ok
2026-06-18,雪紡,702,ok
2026-06-18,針織衫,487,ok
2026-06-18,襯衫,2677,ok
2026-06-18,西裝外套,182,ok
2026-06-18,風衣,1404,ok
2026-06-18,高腰褲,1011,ok
