date,keyword,count,status
2026-01-01,洋裝,2557,ok
2026-01-01,連身裙,1398,ok
2026-01-01,牛仔褲,981,ok
2026-01-01,短裙,498,ok
2026-01-01,雪紡,767,ok
2026-01-01,針織衫,521,ok
2026-01-01,襯衫,2870,ok
2026-01-01,西裝外套,192,ok
2026-01-01,風衣,1560,ok
2026-01-01,高腰褲,1041,ok
