date,keyword,count,day_growth_pct,week_growth_pct,status
2026-07-07 00:00:00,襯衫,2701,nan,nan,ok
2026-07-07 00:00:00,洋裝,1958,nan,nan,ok
2026-07-07 00:00:00,風衣,1389,nan,nan,ok
2026-07-07 00:00:00,牛仔褲,1078,nan,nan,ok
2026-07-07 00:00:00,高腰褲,1009,nan,nan,ok
2026-07-07 00:00:00,連身裙,855,nan,nan,ok
2026-07-07 00:00:00,雪紡,722,nan,nan,ok
2026-07-07 00:00:00,針織衫,497,nan,nan,ok
2026-07-07 00:00:00,短裙,410,nan,nan,ok
2026-07-07 00:00:00,西裝外套,176,nan,nan,ok
